Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\dui70.dll

File Type: DLL

  Section contains the following exports for DUI70.dll

    00000000 characteristics
     E9BCC11 time date stamp
        0.00 version
           1 ordinal base
        4321 number of functions
        4321 number of names

    ordinal hint RVA      name

       1504  5DD 00040310 ?FireRightClickEvent@TouchRepeatButton@DirectUI@@UEAAXIPEAUtagPOINT@@@Z
       1505  5DE 00043F80 ?FireStructureChangedEvent@EventManager@DirectUI@@SAJPEAVElement@2@W4StructureChangeType@@@Z
       1506  5DF 000C3040 ?FlagsProp@TouchHWNDElement@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1507  5E0 00047F60 ?FlushWorkingSet@HWNDElement@DirectUI@@QEAAXXZ
       1508  5E1 0008CC10 ?FontColorRunsProp@RichText@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1509  5E2 00033C50 ?FontFaceProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1510  5E3 0003A390 ?FontProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1511  5E4 00021130 ?FontQualityProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1512  5E5 00033A40 ?FontSizeProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1513  5E6 0008CC20 ?FontSizeRunsProp@RichText@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1514  5E7 00021120 ?FontStyleProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1515  5E8 00021140 ?FontWeightProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1516  5E9 0008CC30 ?FontWeightRunsProp@RichText@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1517  5EA 0009C0B0 ?ForceEditTextToLTRProp@TouchEditBase@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1518  5EB 000C8640 ?ForceThemeChange@XBaby@DirectUI@@UEAAX_K_J@Z
       1519  5EC 000C86D0 ?ForceThemeChange@XProvider@DirectUI@@UEAAJ_K_J@Z
       1520  5ED 0002AA20 ?ForegroundProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1521  5EE 000FB130 ?Forward@Movie@DirectUI@@QEAAXXZ
       1522  5EF 000C3050 ?ForwardingWindowMessage@TouchHWNDElement@DirectUI@@SA?AVUID@@XZ
       1523  5F0 000BD860 ?FrameDurationProp@AnimationStrip@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1524  5F1 000BD870 ?FrameIndexProp@AnimationStrip@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1525  5F2 000BD880 ?FrameWidthProp@AnimationStrip@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1526  5F3 0018DD84 ?FrameworkId@Schema@DirectUI@@2HA
       1527  5F4 000CF700 ?FreeComCtl32@TaskPage@DirectUI@@AEAAXXZ
       1528  5F5 000C8700 ?FreeProvider@XElement@DirectUI@@QEAAXXZ
       1529  5F6 00065610 ?GetAbsorbsShortcut@Element@DirectUI@@QEAA_NXZ
       1530  5F7 00065650 ?GetAccDefAction@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1531  5F8 00065680 ?GetAccDesc@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1532  5F9 000656B0 ?GetAccHelp@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1533  5FA 000656E0 ?GetAccItemStatus@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1534  5FB 00065710 ?GetAccItemType@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1535  5FC 000051E0 ?GetAccName@DuiAccessible@DirectUI@@IEAAJUtagVARIANT@@HPEAPEAG@Z
       1536  5FD 000392B0 ?GetAccName@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1537  5FE 000052B0 ?GetAccNameAsDisplayed@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1538  5FF 00005410 ?GetAccNameFromContent@DuiAccessible@DirectUI@@IEAAJPEAPEAG@Z
       1539  600 00039C90 ?GetAccRole@Element@DirectUI@@QEAAHXZ
       1540  601 000334C0 ?GetAccState@Element@DirectUI@@QEAAHXZ
       1541  602 00065740 ?GetAccValue@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1542  603 00049480 ?GetAccessible@Element@DirectUI@@QEAA_NXZ
       1543  604 0000A0F0 ?GetAccessibleImpl@Element@DirectUI@@UEAAJPEAPEAUIAccessible@@@Z
       1544  605 00004010 ?GetAccessibleImpl@HWNDElement@DirectUI@@UEAAJPEAPEAUIAccessible@@@Z
       1545  606 00086100 ?GetAccessibleImpl@HWNDHost@DirectUI@@AEAAJPEAPEAUIAccessible@@_N@Z
       1546  607 00086290 ?GetAccessibleImpl@HWNDHost@DirectUI@@UEAAJPEAPEAUIAccessible@@@Z
       1547  608 0009C0C0 ?GetAccessibleImpl@TouchEdit2@DirectUI@@UEAAJPEAPEAUIAccessible@@@Z
       1548  609 00001C20 ?GetAccessibleParent@DuiAccessible@DirectUI@@SAPEAVElement@2@PEAV32@@Z
       1549  60A 00048B60 ?GetActive@Element@DirectUI@@QEAAHXZ
       1550  60B 000B66C0 ?GetActiveState@TouchScrollBar@DirectUI@@QEAA?AW4ActiveState@2@XZ
       1551  60C 00089AD0 ?GetActualReferencePoint@RefPointElement@DirectUI@@QEAAPEBUtagPOINT@@PEAPEAVValue@2@@Z
       1552  60D 00003550 ?GetAdjacent@BorderLayout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1553  60E 00001700 ?GetAdjacent@Element@DirectUI@@UEAAPEAV12@PEAV12@HPEBUNavReference@2@K@Z
       1554  60F 00004870 ?GetAdjacent@FillLayout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1555  610 00004D80 ?GetAdjacent@FlowLayout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1556  611 000C4A60 ?GetAdjacent@GridLayout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1557  612 00086CF0 ?GetAdjacent@ItemList@DirectUI@@UEAAPEAVElement@2@PEAV32@HPEBUNavReference@2@K@Z
       1558  613 00040320 ?GetAdjacent@Layout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1559  614 000C4E90 ?GetAdjacent@NineGridLayout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1560  615 000C58B0 ?GetAdjacent@RowLayout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1561  616 000BC810 ?GetAdjacent@Selector@DirectUI@@UEAAPEAVElement@2@PEAV32@HPEBUNavReference@2@K@Z
       1562  617 000031F0 ?GetAdjacent@ShellBorderLayout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1563  618 000C6200 ?GetAdjacent@TableLayout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1564  619 00004D20 ?GetAdjacent@VerticalFlowLayout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z
       1565  61A 000C8740 ?GetAdjacent@XBaby@DirectUI@@UEAAPEAVElement@2@PEAV32@HPEBUNavReference@2@K@Z
       1566  61B 00071860 ?GetAllowArrowOut@TouchScrollViewer@DirectUI@@QEAA_NXZ
       1567  61C 00065770 ?GetAlpha@Element@DirectUI@@QEAAHXZ
       1568  61D 000B1390 ?GetAnimatePopupOnDismiss@TouchSelect@DirectUI@@QEAA_NXZ
       1569  61E 0003A2B0 ?GetAnimation@Element@DirectUI@@QEAAHXZ
       1570  61F 0003F800 ?GetAtom@Value@DirectUI@@QEAAGXZ
       1571  620 0003F810 ?GetAtomZero@Value@DirectUI@@SAPEAV12@XZ
       1572  621 000718A0 ?GetAutoGrouping@CCRadioButton@DirectUI@@QEAA_NXZ
       1573  622 000D0430 ?GetAutoStart@Movie@DirectUI@@QEAA_NXZ
       1574  623 000D0470 ?GetAutoStop@Movie@DirectUI@@QEAA_NXZ
       1575  624 000E4B70 ?GetAutomationId@ElementProxy@DirectUI@@IEAAJPEAUtagVARIANT@@@Z
       1576  625 00065780 ?GetBackgroundColor@Element@DirectUI@@QEAAPEBUFill@2@PEAPEAVValue@2@@Z
       1577  626 00046D70 ?GetBackgroundOwner@HWNDHost@DirectUI@@IEAAPEAVElement@2@XZ
       1578  627 00046E70 ?GetBackgroundOwnerID@HWNDHost@DirectUI@@QEAAGXZ
       1579  628 000657B0 ?GetBackgroundStdColor@Element@DirectUI@@QEAAHXZ
       1580  629 000E7200 ?GetBool@EventManager@DirectUI@@CAJPEAUtagVARIANT@@PEAVValue@2@@Z
       1581  62A 0003A050 ?GetBool@Value@DirectUI@@QEAA_NXZ
       1582  62B 0003A280 ?GetBoolFalse@Value@DirectUI@@SAPEAV12@XZ
       1583  62C 0003C7C0 ?GetBoolTrue@Value@DirectUI@@SAPEAV12@XZ
       1584  62D 000657F0 ?GetBorderColor@Element@DirectUI@@QEAAPEBUFill@2@PEAPEAVValue@2@@Z
       1585  62E 00065820 ?GetBorderStdColor@Element@DirectUI@@QEAAHXZ
       1586  62F 00035E10 ?GetBorderStyle@Element@DirectUI@@QEAAHXZ
       1587  630 0003A3B0 ?GetBorderThickness@Element@DirectUI@@QEAAPEBUtagRECT@@PEAPEAVValue@2@@Z
       1588  631 000E4DE0 ?GetBoundingRect@ElementProxy@DirectUI@@IEAAJPEAUUiaRect@@@Z
       1589  632 000CE880 ?GetBrowser@Navigator@DirectUI@@QEAAPEAVBrowser@2@XZ
       1590  633 0008CD20 ?GetBuffering@TouchSlider@DirectUI@@QEAAHXZ
       1591  634 00083530 ?GetButtonClassAcceptsEnterKey@DialogElement@DirectUI@@UEAA_NXZ
       1592  635 000CC0C0 ?GetButtonColor@CCPushButton@DirectUI@@UEAA_NPEAUHDC__@@PEAPEAUHBRUSH__@@@Z
       1593  636 00032E20 ?GetByClassIndex@ClassInfoBase@DirectUI@@UEAAPEBUPropertyInfo@2@I@Z
       1594  637 000718E0 ?GetCaptured@Button@DirectUI@@QEAA_NXZ
       1595  638 00095D10 ?GetCaptured@TouchButton@DirectUI@@QEAA_NXZ
       1596  639 000C63F0 ?GetCellInfo@TableLayout@DirectUI@@QEAAPEAUCellInfo@2@H@Z
       1597  63A 00095D50 ?GetCheckedState@TouchCheckBox@DirectUI@@QEAA?AW4CheckedStateFlags@2@XZ
       1598  63B 00028E60 ?GetChildFromLayoutIndex@Layout@DirectUI@@QEAAPEAVElement@2@PEAV32@HPEAV?$DynamicArray@PEAVElement@DirectUI@@$0A@@2@@Z
       1599  63C 0006D0E0 ?GetChildren@ClassInfoBase@DirectUI@@UEBAHXZ
       1600  63D 00019E90 ?GetChildren@Element@DirectUI@@QEAAPEAV?$DynamicArray@PEAVElement@DirectUI@@$0A@@2@PEAPEAVValue@2@@Z
       1601  63E 00065860 ?GetClass@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1602  63F 00001C40 ?GetClassInfoPtr@AccessibleButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1603  640 0008CD60 ?GetClassInfoPtr@AnimationStrip@DirectUI@@SAPEAUIClassInfo@2@XZ
       1604  641 000393A0 ?GetClassInfoPtr@AutoButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1605  642 00035FB0 ?GetClassInfoPtr@BaseScrollViewer@DirectUI@@SAPEAUIClassInfo@2@XZ
       1606  643 0008CD70 ?GetClassInfoPtr@Bind@DirectUI@@SAPEAUIClassInfo@2@XZ
       1607  644 00001C60 ?GetClassInfoPtr@Browser@DirectUI@@SAPEAUIClassInfo@2@XZ
       1608  645 00032FA0 ?GetClassInfoPtr@Button@DirectUI@@SAPEAUIClassInfo@2@XZ
       1609  646 00071920 ?GetClassInfoPtr@CCAVI@DirectUI@@SAPEAUIClassInfo@2@XZ
       1610  647 00036C30 ?GetClassInfoPtr@CCBase@DirectUI@@SAPEAUIClassInfo@2@XZ
       1611  648 0003F9F0 ?GetClassInfoPtr@CCBaseCheckRadioButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1612  649 00037290 ?GetClassInfoPtr@CCBaseScrollBar@DirectUI@@SAPEAUIClassInfo@2@XZ
       1613  64A 00071930 ?GetClassInfoPtr@CCCheckBox@DirectUI@@SAPEAUIClassInfo@2@XZ
       1614  64B 00071940 ?GetClassInfoPtr@CCCommandLink@DirectUI@@SAPEAUIClassInfo@2@XZ
       1615  64C 00037AB0 ?GetClassInfoPtr@CCHScrollBar@DirectUI@@SAPEAUIClassInfo@2@XZ
       1616  64D 00071950 ?GetClassInfoPtr@CCListBox@DirectUI@@SAPEAUIClassInfo@2@XZ
       1617  64E 000031E0 ?GetClassInfoPtr@CCListView@DirectUI@@SAPEAUIClassInfo@2@XZ
       1618  64F 00071960 ?GetClassInfoPtr@CCProgressBar@DirectUI@@SAPEAUIClassInfo@2@XZ
       1619  650 0003F9E0 ?GetClassInfoPtr@CCPushButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1620  651 00071970 ?GetClassInfoPtr@CCRadioButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1621  652 00071980 ?GetClassInfoPtr@CCSysLink@DirectUI@@SAPEAUIClassInfo@2@XZ
       1622  653 00071990 ?GetClassInfoPtr@CCTrackBar@DirectUI@@SAPEAUIClassInfo@2@XZ
       1623  654 000719A0 ?GetClassInfoPtr@CCTreeView@DirectUI@@SAPEAUIClassInfo@2@XZ
       1624  655 000374F0 ?GetClassInfoPtr@CCVScrollBar@DirectUI@@SAPEAUIClassInfo@2@XZ
       1625  656 000719B0 ?GetClassInfoPtr@CheckBoxGlyph@DirectUI@@SAPEAUIClassInfo@2@XZ
       1626  657 00046940 ?GetClassInfoPtr@Clipper@DirectUI@@SAPEAUIClassInfo@2@XZ
       1627  658 000857C0 ?GetClassInfoPtr@Combobox@DirectUI@@SAPEAUIClassInfo@2@XZ
       1628  659 0003F9A0 ?GetClassInfoPtr@DialogElement@DirectUI@@SAPEAUIClassInfo@2@XZ
       1629  65A 00047680 ?GetClassInfoPtr@Edit@DirectUI@@SAPEAUIClassInfo@2@XZ
       1630  65B 000313D0 ?GetClassInfoPtr@Element@DirectUI@@SAPEAUIClassInfo@2@XZ
       1631  65C 00033E40 ?GetClassInfoPtr@ElementWithHWND@DirectUI@@SAPEAUIClassInfo@2@XZ
       1632  65D 00038E40 ?GetClassInfoPtr@Expandable@DirectUI@@SAPEAUIClassInfo@2@XZ
       1633  65E 0008CD80 ?GetClassInfoPtr@Expando@DirectUI@@SAPEAUIClassInfo@2@XZ
       1634  65F 000719C0 ?GetClassInfoPtr@ExpandoButtonGlyph@DirectUI@@SAPEAUIClassInfo@2@XZ
       1635  660 00036A60 ?GetClassInfoPtr@HWNDElement@DirectUI@@SAPEAUIClassInfo@2@XZ
       1636  661 00036510 ?GetClassInfoPtr@HWNDHost@DirectUI@@SAPEAUIClassInfo@2@XZ
       1637  662 0003FA10 ?GetClassInfoPtr@ItemList@DirectUI@@SAPEAUIClassInfo@2@XZ
       1638  663 00036C50 ?GetClassInfoPtr@Macro@DirectUI@@SAPEAUIClassInfo@2@XZ
       1639  664 00046A70 ?GetClassInfoPtr@ModernProgressBar@DirectUI@@SAPEAUIClassInfo@2@XZ
       1640  665 0008CD90 ?GetClassInfoPtr@ModernProgressRing@DirectUI@@SAPEAUIClassInfo@2@XZ
       1641  666 000D04B0 ?GetClassInfoPtr@Movie@DirectUI@@SAPEAUIClassInfo@2@XZ
       1642  667 0008CDA0 ?GetClassInfoPtr@Navigator@DirectUI@@SAPEAUIClassInfo@2@XZ
       1643  668 0008CDB0 ?GetClassInfoPtr@PText@DirectUI@@SAPEAUIClassInfo@2@XZ
       1644  669 000016F0 ?GetClassInfoPtr@Page@DirectUI@@SAPEAUIClassInfo@2@XZ
       1645  66A 00001C50 ?GetClassInfoPtr@Pages@DirectUI@@SAPEAUIClassInfo@2@XZ
       1646  66B 00087350 ?GetClassInfoPtr@Progress@DirectUI@@SAPEAUIClassInfo@2@XZ
       1647  66C 0003F9D0 ?GetClassInfoPtr@PushButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1648  66D 000719D0 ?GetClassInfoPtr@RadioButtonGlyph@DirectUI@@SAPEAUIClassInfo@2@XZ
       1649  66E 00089B00 ?GetClassInfoPtr@RefPointElement@DirectUI@@SAPEAUIClassInfo@2@XZ
       1650  66F 0008A080 ?GetClassInfoPtr@RepeatButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1651  670 0008CDC0 ?GetClassInfoPtr@Repeater@DirectUI@@SAPEAUIClassInfo@2@XZ
       1652  671 0003FA50 ?GetClassInfoPtr@RichText@DirectUI@@SAPEAUIClassInfo@2@XZ
       1653  672 0003FA20 ?GetClassInfoPtr@ScrollBar@DirectUI@@SAPEAUIClassInfo@2@XZ
       1654  673 000016B0 ?GetClassInfoPtr@ScrollViewer@DirectUI@@SAPEAUIClassInfo@2@XZ
       1655  674 0003F9B0 ?GetClassInfoPtr@Selector@DirectUI@@SAPEAUIClassInfo@2@XZ
       1656  675 00086D20 ?GetClassInfoPtr@SelectorNoDefault@DirectUI@@SAPEAUIClassInfo@2@XZ
       1657  676 0008CDD0 ?GetClassInfoPtr@SemanticZoomToggle@DirectUI@@SAPEAUIClassInfo@2@XZ
       1658  677 000719E0 ?GetClassInfoPtr@StyledScrollViewer@DirectUI@@SAPEAUIClassInfo@2@XZ
       1659  678 0003F9C0 ?GetClassInfoPtr@TextGraphic@DirectUI@@SAPEAUIClassInfo@2@XZ
       1660  679 000473B0 ?GetClassInfoPtr@Thumb@DirectUI@@SAPEAUIClassInfo@2@XZ
       1661  67A 0003FA30 ?GetClassInfoPtr@TouchButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1662  67B 0003FA40 ?GetClassInfoPtr@TouchCheckBox@DirectUI@@SAPEAUIClassInfo@2@XZ
       1663  67C 0008CDE0 ?GetClassInfoPtr@TouchCheckBoxGlyph@DirectUI@@SAPEAUIClassInfo@2@XZ
       1664  67D 0008CDF0 ?GetClassInfoPtr@TouchCommandButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1665  67E 0008CE00 ?GetClassInfoPtr@TouchEdit2@DirectUI@@SAPEAUIClassInfo@2@XZ
       1666  67F 0003FA00 ?GetClassInfoPtr@TouchEditBase@DirectUI@@SAPEAUIClassInfo@2@XZ
       1667  680 00039300 ?GetClassInfoPtr@TouchHWNDElement@DirectUI@@SAPEAUIClassInfo@2@XZ
       1668  681 0008CE10 ?GetClassInfoPtr@TouchHyperLink@DirectUI@@SAPEAUIClassInfo@2@XZ
       1669  682 0008CE20 ?GetClassInfoPtr@TouchRepeatButton@DirectUI@@SAPEAUIClassInfo@2@XZ
       1670  683 000719F0 ?GetClassInfoPtr@TouchScrollBar@DirectUI@@SAPEAUIClassInfo@2@XZ
       1671  684 00071A00 ?GetClassInfoPtr@TouchScrollViewer@DirectUI@@SAPEAUIClassInfo@2@XZ
       1672  685 0008CE30 ?GetClassInfoPtr@TouchSelect@DirectUI@@SAPEAUIClassInfo@2@XZ
       1673  686 0008CE40 ?GetClassInfoPtr@TouchSelectItem@DirectUI@@SAPEAUIClassInfo@2@XZ
       1674  687 0008CE50 ?GetClassInfoPtr@TouchSlider@DirectUI@@SAPEAUIClassInfo@2@XZ
       1675  688 0008CE60 ?GetClassInfoPtr@TouchSwitch@DirectUI@@SAPEAUIClassInfo@2@XZ
       1676  689 00081830 ?GetClassInfoPtr@UnknownElement@DirectUI@@SAPEAUIClassInfo@2@XZ
       1677  68A 00036A70 ?GetClassInfoPtr@Viewer@DirectUI@@SAPEAUIClassInfo@2@XZ
       1678  68B 000C8800 ?GetClassInfoPtr@XBaby@DirectUI@@SAPEAUIClassInfo@2@XZ
       1679  68C 0008CE70 ?GetClassInfoPtr@XElement@DirectUI@@SAPEAUIClassInfo@2@XZ
       1680  68D 00001C40 ?GetClassInfoW@AccessibleButton@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1681  68E 0008CD60 ?GetClassInfoW@AnimationStrip@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1682  68F 000393A0 ?GetClassInfoW@AutoButton@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1683  690 00035FB0 ?GetClassInfoW@BaseScrollViewer@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1684  691 0008CD70 ?GetClassInfoW@Bind@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1685  692 00001C60 ?GetClassInfoW@Browser@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1686  693 00032FA0 ?GetClassInfoW@Button@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1687  694 00071920 ?GetClassInfoW@CCAVI@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1688  695 00036C30 ?GetClassInfoW@CCBase@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1689  696 0003F9F0 ?GetClassInfoW@CCBaseCheckRadioButton@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1690  697 00037290 ?GetClassInfoW@CCBaseScrollBar@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1691  698 00071930 ?GetClassInfoW@CCCheckBox@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1692  699 00071940 ?GetClassInfoW@CCCommandLink@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1693  69A 00037AB0 ?GetClassInfoW@CCHScrollBar@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1694  69B 00071950 ?GetClassInfoW@CCListBox@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1695  69C 000031E0 ?GetClassInfoW@CCListView@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1696  69D 00071960 ?GetClassInfoW@CCProgressBar@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1697  69E 0003F9E0 ?GetClassInfoW@CCPushButton@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1698  69F 00071970 ?GetClassInfoW@CCRadioButton@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1699  6A0 00071980 ?GetClassInfoW@CCSysLink@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1700  6A1 00071990 ?GetClassInfoW@CCTrackBar@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1701  6A2 000719A0 ?GetClassInfoW@CCTreeView@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1702  6A3 000374F0 ?GetClassInfoW@CCVScrollBar@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1703  6A4 000719B0 ?GetClassInfoW@CheckBoxGlyph@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1704  6A5 00046940 ?GetClassInfoW@Clipper@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1705  6A6 000857C0 ?GetClassInfoW@Combobox@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1706  6A7 0003F9A0 ?GetClassInfoW@DialogElement@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1707  6A8 00047680 ?GetClassInfoW@Edit@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1708  6A9 000313D0 ?GetClassInfoW@Element@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1709  6AA 00033E40 ?GetClassInfoW@ElementWithHWND@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1710  6AB 00038E40 ?GetClassInfoW@Expandable@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1711  6AC 0008CD80 ?GetClassInfoW@Expando@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1712  6AD 000719C0 ?GetClassInfoW@ExpandoButtonGlyph@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1713  6AE 00036A60 ?GetClassInfoW@HWNDElement@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1714  6AF 00036510 ?GetClassInfoW@HWNDHost@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1715  6B0 0003FA10 ?GetClassInfoW@ItemList@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1716  6B1 00036C50 ?GetClassInfoW@Macro@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1717  6B2 00046A70 ?GetClassInfoW@ModernProgressBar@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1718  6B3 0008CD90 ?GetClassInfoW@ModernProgressRing@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1719  6B4 000D04B0 ?GetClassInfoW@Movie@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1720  6B5 0008CDA0 ?GetClassInfoW@Navigator@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1721  6B6 0008CDB0 ?GetClassInfoW@PText@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1722  6B7 000016F0 ?GetClassInfoW@Page@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1723  6B8 00001C50 ?GetClassInfoW@Pages@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1724  6B9 00087350 ?GetClassInfoW@Progress@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1725  6BA 0003F9D0 ?GetClassInfoW@PushButton@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1726  6BB 000719D0 ?GetClassInfoW@RadioButtonGlyph@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1727  6BC 00089B00 ?GetClassInfoW@RefPointElement@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1728  6BD 0008A080 ?GetClassInfoW@RepeatButton@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1729  6BE 0008CDC0 ?GetClassInfoW@Repeater@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1730  6BF 0003FA50 ?GetClassInfoW@RichText@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1731  6C0 0003FA20 ?GetClassInfoW@ScrollBar@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1732  6C1 000016B0 ?GetClassInfoW@ScrollViewer@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1733  6C2 0003F9B0 ?GetClassInfoW@Selector@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1734  6C3 00086D20 ?GetClassInfoW@SelectorNoDefault@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1735  6C4 0008CDD0 ?GetClassInfoW@SemanticZoomToggle@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1736  6C5 000719E0 ?GetClassInfoW@StyledScrollViewer@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1737  6C6 0003F9C0 ?GetClassInfoW@TextGraphic@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1738  6C7 000473B0 ?GetClassInfoW@Thumb@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1739  6C8 0003FA30 ?GetClassInfoW@TouchButton@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1740  6C9 0003FA40 ?GetClassInfoW@TouchCheckBox@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1741  6CA 0008CDE0 ?GetClassInfoW@TouchCheckBoxGlyph@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1742  6CB 0008CDF0 ?GetClassInfoW@TouchCommandButton@DirectUI@@UEAAPEAUIClassInfo@2@XZ
       1743  6CC 0008CE00 ?GetClassInfoW@TouchEdit2@DirectUI@@UEAAPEAUIClassInfo@2@XZ
