Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\icuuc.dll

File Type: DLL

  Section contains the following exports for icuuc.dll

    00000000 characteristics
    A6331E83 time date stamp
        0.00 version
           1 ordinal base
        2815 number of functions
        2815 number of names

    ordinal hint RVA      name

        939  3AA 0001E930 ?findSourceIndex@Iterator@Edits@icu@@QEAACHAEAW4UErrorCode@@@Z
        940  3AB 0001EED0 ?findUniqueValue@BytesTrie@icu@@CACPEBECAEAH@Z
        941  3AC 0005AB60 ?findUniqueValue@UCharsTrie@icu@@CACPEB_SCAEAH@Z
        942  3AD 0001EFA0 ?findUniqueValueFromBranch@BytesTrie@icu@@CAPEBEPEBEHCAEAH@Z
        943  3AE 0005AC40 ?findUniqueValueFromBranch@UCharsTrie@icu@@CAPEB_SPEB_SHCAEAH@Z
        944  3AF 0005CB80 ?first32@UCharCharacterIterator@icu@@UEAAHXZ
        945  3B0 00023080 ?first32PostInc@CharacterIterator@icu@@UEAAHXZ
        946  3B1 0005CBE0 ?first32PostInc@UCharCharacterIterator@icu@@UEAAHXZ
        947  3B2 0001B610 ?first@BytesTrie@icu@@QEAA?AW4UStringTrieResult@@H@Z
        948  3B3 0003B230 ?first@Normalizer@icu@@QEAAHXZ
        949  3B4 0003EF50 ?first@RuleBasedBreakIterator@icu@@UEAAHXZ
        950  3B5 0005CC50 ?first@UCharCharacterIterator@icu@@UEAA_SXZ
        951  3B6 0001B630 ?first@UCharsTrie@icu@@QEAA?AW4UStringTrieResult@@H@Z
        952  3B7 0001B650 ?firstElement@UVector@icu@@QEBAPEAXXZ
        953  3B8 0005AD30 ?firstForCodePoint@UCharsTrie@icu@@QEAA?AW4UStringTrieResult@@H@Z
        954  3B9 000230C0 ?firstPostInc@CharacterIterator@icu@@UEAA_SXZ
        955  3BA 0005CC80 ?firstPostInc@UCharCharacterIterator@icu@@UEAA_SXZ
        956  3BB 0008A7D0 ?flush@UnifiedCache@icu@@QEBAXXZ
        957  3BC 000A1580 ?fold@CaseMap@icu@@SAHIPEB_SHPEA_SHPEAVEdits@2@AEAW4UErrorCode@@@Z
        958  3BD 00094F30 ?foldCase@UnicodeString@icu@@QEAAAEAV12@I@Z
        959  3BE 0003EFD0 ?following@RuleBasedBreakIterator@icu@@UEAAHH@Z
        960  3BF 0002A4F0 ?format@ListFormatter@icu@@QEBAAEAVUnicodeString@2@QEBV32@HAEAV32@AEAW4UErrorCode@@@Z
        961  3C0 0002A520 ?format@ListFormatter@icu@@QEBAAEAVUnicodeString@2@QEBV32@HAEAV32@HAEAHAEAW4UErrorCode@@@Z
        962  3C1 0004B1B0 ?format@SimpleFormatter@icu@@CAAEAVUnicodeString@2@PEB_SHPEBQEBV32@AEAV32@PEBV32@CPEAHHAEAW4UErrorCode@@@Z
        963  3C2 0004B300 ?format@SimpleFormatter@icu@@QEBAAEAVUnicodeString@2@AEBV32@00AEAV32@AEAW4UErrorCode@@@Z
        964  3C3 0004B370 ?format@SimpleFormatter@icu@@QEBAAEAVUnicodeString@2@AEBV32@0AEAV32@AEAW4UErrorCode@@@Z
        965  3C4 0004B3B0 ?format@SimpleFormatter@icu@@QEBAAEAVUnicodeString@2@AEBV32@AEAV32@AEAW4UErrorCode@@@Z
        966  3C5 0004B3F0 ?formatAndAppend@SimpleFormatter@icu@@QEBAAEAVUnicodeString@2@PEBQEBV32@HAEAV32@PEAHHAEAW4UErrorCode@@@Z
        967  3C6 0004B4D0 ?formatAndReplace@SimpleFormatter@icu@@QEBAAEAVUnicodeString@2@PEBQEBV32@HAEAV32@PEAHHAEAW4UErrorCode@@@Z
        968  3C7 00001BC0 ?freeze@UnicodeSet@icu@@QEAAPEAVUnicodeFunctor@2@XZ
        969  3C8 000A2920 ?fromUEnumeration@UStringEnumeration@icu@@SAPEAV12@PEAUUEnumeration@@AEAW4UErrorCode@@@Z
        970  3C9 0000E470 ?fromUSet@UnicodeSet@icu@@SAPEAV12@PEAUUSet@@@Z
        971  3CA 0000E470 ?fromUSet@UnicodeSet@icu@@SAPEBV12@PEBUUSet@@@Z
        972  3CB 00093770 ?fromUTF32@UnicodeString@icu@@SA?AV12@PEBHH@Z
        973  3CC 00093850 ?fromUTF8@UnicodeString@icu@@SA?AV12@VStringPiece@2@@Z
        974  3CD 0000C7C0 ?get@Char16Ptr@icu@@QEBAPEA_SXZ
        975  3CE 0000C7C0 ?get@ConstChar16Ptr@icu@@QEBAPEB_SXZ
        976  3CF 0000E620 ?get@ErrorCode@icu@@QEBA?AW4UErrorCode@@XZ
        977  3D0 0001DA40 ?get@Hashtable@icu@@QEBAPEAXAEBVUnicodeString@2@@Z
        978  3D1 0004A190 ?get@ICULocaleService@icu@@QEBAPEAVUObject@2@AEBVLocale@2@AEAW4UErrorCode@@@Z
        979  3D2 0004A1B0 ?get@ICULocaleService@icu@@QEBAPEAVUObject@2@AEBVLocale@2@HAEAW4UErrorCode@@@Z
        980  3D3 0004A1D0 ?get@ICULocaleService@icu@@QEBAPEAVUObject@2@AEBVLocale@2@HPEAV42@AEAW4UErrorCode@@@Z
        981  3D4 0004A320 ?get@ICULocaleService@icu@@QEBAPEAVUObject@2@AEBVLocale@2@PEAV42@AEAW4UErrorCode@@@Z
        982  3D5 00048180 ?get@ICUService@icu@@QEBAPEAVUObject@2@AEBVUnicodeString@2@AEAW4UErrorCode@@@Z
        983  3D6 000481A0 ?get@ICUService@icu@@QEBAPEAVUObject@2@AEBVUnicodeString@2@PEAV42@AEAW4UErrorCode@@@Z
        984  3D7 00046AE0 ?get@ResourceBundle@icu@@QEBA?AV12@HAEAW4UErrorCode@@@Z
        985  3D8 00046B90 ?get@ResourceBundle@icu@@QEBA?AV12@PEBDAEAW4UErrorCode@@@Z
        986  3D9 00021650 ?getAlgorithmicDelta@Normalizer2Impl@icu@@AEBAHG@Z
        987  3DA 0000C7C0 ?getAlias@?$MaybeStackArray@D$0CI@@icu@@QEBAPEADXZ
        988  3DB 0001B670 ?getAliasUnicodeString@ResourceValue@icu@@QEBA?AVUnicodeString@2@AEAW4UErrorCode@@@Z
        989  3DC 0000E620 ?getApostropheMode@MessagePattern@icu@@QEBA?AW4UMessagePatternApostropheMode@@XZ
        990  3DD 000177A0 ?getAppendBuffer@Appendable@icu@@UEAAPEA_SHHPEA_SHPEAH@Z
        991  3DE 00023240 ?getAppendBuffer@CharString@icu@@QEAAPEADHHAEAHAEAW4UErrorCode@@@Z
        992  3DF 00093890 ?getAppendBuffer@UnicodeStringAppendable@icu@@UEAAPEA_SHHPEA_SHPEAH@Z
        993  3E0 0002A710 ?getArgumentLimit@SimpleFormatter@icu@@CAHPEB_SH@Z
        994  3E1 0002A720 ?getArgumentLimit@SimpleFormatter@icu@@QEBAHXZ
        995  3E2 0001B6C0 ?getArrayLimit@?$MaybeStackArray@D$0CI@@icu@@QEBAPEADXZ
        996  3E3 00018E50 ?getArrayStart@UnicodeString@icu@@AEAAPEA_SXZ
        997  3E4 00018E50 ?getArrayStart@UnicodeString@icu@@AEBAPEB_SXZ
        998  3E5 00031C50 ?getAvailableLocaleNames@LocaleUtility@icu@@SAPEBVHashtable@2@AEBVUnicodeString@2@@Z
        999  3E6 0001DA50 ?getAvailableLocales@BreakIterator@icu@@SAPEAVStringEnumeration@2@XZ
       1000  3E7 0001DAA0 ?getAvailableLocales@BreakIterator@icu@@SAPEBVLocale@2@AEAH@Z
       1001  3E8 0004A340 ?getAvailableLocales@ICULocaleService@icu@@UEBAPEAVStringEnumeration@2@XZ
       1002  3E9 0002B640 ?getAvailableLocales@Locale@icu@@SAPEBV12@AEAH@Z
       1003  3EA 0000C520 ?getBaseName@Locale@icu@@QEBAPEBDXZ
       1004  3EB 00046C40 ?getBinary@ResourceBundle@icu@@QEBAPEBEAEAHAEAW4UErrorCode@@@Z
       1005  3EC 0003F050 ?getBinaryRules@RuleBasedBreakIterator@icu@@UEAAPEBEAEAI@Z
       1006  3ED 0001B6D0 ?getBuffer@UVector32@icu@@QEBAPEAHXZ
       1007  3EE 0001B6D0 ?getBuffer@UVector64@icu@@QEBAPEA_JXZ
       1008  3EF 000070A0 ?getBuffer@UnicodeString@icu@@QEAAPEA_SH@Z
       1009  3F0 00007220 ?getBuffer@UnicodeString@icu@@QEBAPEB_SXZ
       1010  3F1 00021670 ?getCC@Normalizer2Impl@icu@@QEBAEG@Z
       1011  3F2 000216B0 ?getCCFromNoNo@Normalizer2Impl@icu@@AEBAEG@Z
       1012  3F3 000216D0 ?getCCFromNormalYesOrMaybe@Normalizer2Impl@icu@@SAEG@Z
       1013  3F4 000216E0 ?getCCFromYesOrMaybe@Normalizer2Impl@icu@@SAEG@Z
       1014  3F5 00021700 ?getCCFromYesOrMaybeCP@Normalizer2Impl@icu@@QEBAEH@Z
       1015  3F6 0002FAF0 ?getCanada@Locale@icu@@SAAEBV12@XZ
       1016  3F7 0002FB00 ?getCanadaFrench@Locale@icu@@SAAEBV12@XZ
       1017  3F8 00038E70 ?getCanonStartSet@Normalizer2Impl@icu@@AEBAAEBVUnicodeSet@2@H@Z
       1018  3F9 00038E90 ?getCanonStartSet@Normalizer2Impl@icu@@QEBACHAEAVUnicodeSet@2@@Z
       1019  3FA 00038F70 ?getCanonValue@Normalizer2Impl@icu@@AEBAHH@Z
       1020  3FB 0000E620 ?getCapacity@?$MaybeStackArray@D$0CI@@icu@@QEBAHXZ
       1021  3FC 00018E70 ?getCapacity@UnicodeString@icu@@QEBAHXZ
       1022  3FD 0003C120 ?getCategoryName@PluralMapBase@icu@@SAPEBDW4Category@12@@Z
       1023  3FE 00093970 ?getChar32At@UnicodeString@icu@@MEBAHH@Z
       1024  3FF 00093980 ?getChar32Limit@UnicodeString@icu@@QEBAHH@Z
       1025  400 000939F0 ?getChar32Start@UnicodeString@icu@@QEBAHH@Z
       1026  401 00017C70 ?getCharAt@UnicodeString@icu@@MEBA_SH@Z
       1027  402 0002FB10 ?getChina@Locale@icu@@SAAEBV12@XZ
       1028  403 0002FB20 ?getChinese@Locale@icu@@SAAEBV12@XZ
       1029  404 0001E950 ?getCoarseChangesIterator@Edits@icu@@QEBA?AUIterator@12@XZ
       1030  405 0001E990 ?getCoarseIterator@Edits@icu@@QEBA?AUIterator@12@XZ
       1031  406 0000E620 ?getCodepoint@UnicodeSetIterator@icu@@QEBAHXZ
       1032  407 0001B820 ?getCodepointEnd@UnicodeSetIterator@icu@@QEBAHXZ
       1033  408 000290F0 ?getCombiningClass@FilteredNormalizer2@icu@@UEBAEH@Z
       1034  409 0000E480 ?getCombiningClass@Normalizer2@icu@@UEBAEH@Z
       1035  40A 00021730 ?getCompQuickCheck@Normalizer2Impl@icu@@QEBA?AW4UNormalizationCheckResult@@G@Z
       1036  40B 00021760 ?getCompositionsList@Normalizer2Impl@icu@@AEBAPEBGG@Z
       1037  40C 000217A0 ?getCompositionsListForComposite@Normalizer2Impl@icu@@AEBAPEBGG@Z
       1038  40D 000217D0 ?getCompositionsListForDecompYes@Normalizer2Impl@icu@@AEBAPEBGG@Z
       1039  40E 00021820 ?getCompositionsListForMaybe@Normalizer2Impl@icu@@AEBAPEBGG@Z
       1040  40F 0001DAB0 ?getCountry@Locale@icu@@QEBAPEBDXZ
       1041  410 00029140 ?getDecomposition@FilteredNormalizer2@icu@@UEBACHAEAVUnicodeString@2@@Z
       1042  411 00038F90 ?getDecomposition@Normalizer2Impl@icu@@QEBAPEB_SHQEA_SAEAH@Z
       1043  412 000023C0 ?getDefault@Locale@icu@@SAAEBV12@XZ
       1044  413 0002BDC0 ?getDisplayCountry@Locale@icu@@QEBAAEAVUnicodeString@2@AEAV32@@Z
       1045  414 0002BE00 ?getDisplayCountry@Locale@icu@@QEBAAEAVUnicodeString@2@AEBV12@AEAV32@@Z
       1046  415 0002BF40 ?getDisplayLanguage@Locale@icu@@QEBAAEAVUnicodeString@2@AEAV32@@Z
       1047  416 0002BF80 ?getDisplayLanguage@Locale@icu@@QEBAAEAVUnicodeString@2@AEBV12@AEAV32@@Z
       1048  417 0002C0C0 ?getDisplayName@BreakIterator@icu@@SAAEAVUnicodeString@2@AEBVLocale@2@0AEAV32@@Z
       1049  418 0002C0D0 ?getDisplayName@BreakIterator@icu@@SAAEAVUnicodeString@2@AEBVLocale@2@AEAV32@@Z
       1050  419 00048230 ?getDisplayName@ICUService@icu@@QEBAAEAVUnicodeString@2@AEBV32@AEAV32@@Z
       1051  41A 00048280 ?getDisplayName@ICUService@icu@@QEBAAEAVUnicodeString@2@AEBV32@AEAV32@AEBVLocale@2@@Z
       1052  41B 0002C0E0 ?getDisplayName@Locale@icu@@QEBAAEAVUnicodeString@2@AEAV32@@Z
       1053  41C 0002C120 ?getDisplayName@Locale@icu@@QEBAAEAVUnicodeString@2@AEBV12@AEAV32@@Z
       1054  41D 00049B20 ?getDisplayName@LocaleKeyFactory@icu@@UEBAAEAVUnicodeString@2@AEBV32@AEBVLocale@2@AEAV32@@Z
       1055  41E 00048420 ?getDisplayName@SimpleFactory@icu@@UEBAAEAVUnicodeString@2@AEBV32@AEBVLocale@2@AEAV32@@Z
       1056  41F 00048470 ?getDisplayNames@ICUService@icu@@QEBAAEAVUVector@2@AEAV32@AEAW4UErrorCode@@@Z
       1057  420 000484C0 ?getDisplayNames@ICUService@icu@@QEBAAEAVUVector@2@AEAV32@AEBVLocale@2@AEAW4UErrorCode@@@Z
       1058  421 000484E0 ?getDisplayNames@ICUService@icu@@QEBAAEAVUVector@2@AEAV32@AEBVLocale@2@PEBVUnicodeString@2@AEAW4UErrorCode@@@Z
       1059  422 0002C220 ?getDisplayScript@Locale@icu@@QEBAAEAVUnicodeString@2@AEAV32@@Z
       1060  423 0002C260 ?getDisplayScript@Locale@icu@@QEBAAEAVUnicodeString@2@AEBV12@AEAV32@@Z
       1061  424 0002C360 ?getDisplayVariant@Locale@icu@@QEBAAEAVUnicodeString@2@AEAV32@@Z
       1062  425 0002C3A0 ?getDisplayVariant@Locale@icu@@QEBAAEAVUnicodeString@2@AEBV12@AEAV32@@Z
       1063  426 00021840 ?getDynamicClassID@CanonicalIterator@icu@@UEBAPEAXXZ
       1064  427 00026710 ?getDynamicClassID@DateInterval@icu@@UEBAPEAXXZ
       1065  428 0004A830 ?getDynamicClassID@EventListener@icu@@UEBAPEAXXZ
       1066  429 0004AA40 ?getDynamicClassID@ICUResourceBundleFactory@icu@@UEBAPEAXXZ
       1067  42A 00048760 ?getDynamicClassID@ICUServiceKey@icu@@UEBAPEAXXZ
       1068  42B 0002FB30 ?getDynamicClassID@Locale@icu@@UEBAPEAXXZ
       1069  42C 00049830 ?getDynamicClassID@LocaleKey@icu@@UEBAPEAXXZ
       1070  42D 00049BB0 ?getDynamicClassID@LocaleKeyFactory@icu@@UEBAPEAXXZ
       1071  42E 0003B260 ?getDynamicClassID@Normalizer@icu@@UEBAPEAXXZ
       1072  42F 0003BE30 ?getDynamicClassID@ParsePosition@icu@@UEBAPEAXXZ
       1073  430 00046C50 ?getDynamicClassID@ResourceBundle@icu@@UEBAPEAXXZ
       1074  431 0003F070 ?getDynamicClassID@RuleBasedBreakIterator@icu@@UEBAPEAXXZ
       1075  432 00048770 ?getDynamicClassID@ServiceListener@icu@@UEBAPEAXXZ
       1076  433 00048780 ?getDynamicClassID@SimpleFactory@icu@@UEBAPEAXXZ
       1077  434 0004AD10 ?getDynamicClassID@SimpleLocaleKeyFactory@icu@@UEBAPEAXXZ
       1078  435 00047A30 ?getDynamicClassID@StringCharacterIterator@icu@@UEBAPEAXXZ
       1079  436 0005CCB0 ?getDynamicClassID@UCharCharacterIterator@icu@@UEBAPEAXXZ
       1080  437 0000E410 ?getDynamicClassID@UObject@icu@@UEBAPEAXXZ
       1081  438 0009FFB0 ?getDynamicClassID@UStack@icu@@UEBAPEAXXZ
       1082  439 000A29B0 ?getDynamicClassID@UStringEnumeration@icu@@UEBAPEAXXZ
       1083  43A 000B25F0 ?getDynamicClassID@UVector32@icu@@UEBAPEAXXZ
       1084  43B 000B2DD0 ?getDynamicClassID@UVector64@icu@@UEBAPEAXXZ
       1085  43C 000B19E0 ?getDynamicClassID@UVector@icu@@UEBAPEAXXZ
       1086  43D 0008C320 ?getDynamicClassID@UnicodeSet@icu@@UEBAPEAXXZ
       1087  43E 0009CB20 ?getDynamicClassID@UnicodeSetIterator@icu@@UEBAPEAXXZ
       1088  43F 00093A60 ?getDynamicClassID@UnicodeString@icu@@UEBAPEAXXZ
       1089  440 0001FED0 ?getElementStringLength@BytesTrieBuilder@icu@@EEBAHH@Z
       1090  441 0005BAA0 ?getElementStringLength@UCharsTrieBuilder@icu@@EEBAHH@Z
       1091  442 0001FEF0 ?getElementUnit@BytesTrieBuilder@icu@@EEBA_SHH@Z
       1092  443 0005BAD0 ?getElementUnit@UCharsTrieBuilder@icu@@EEBA_SHH@Z
       1093  444 0001FF30 ?getElementValue@BytesTrieBuilder@icu@@EEBAHH@Z
       1094  445 0005BAF0 ?getElementValue@UCharsTrieBuilder@icu@@EEBAHH@Z
       1095  446 0002FB40 ?getEnglish@Locale@icu@@SAAEBV12@XZ
       1096  447 00021850 ?getEquivalents2@CanonicalIterator@icu@@AEAAPEAVHashtable@2@PEAV32@PEB_SHAEAW4UErrorCode@@@Z
       1097  448 00021BB0 ?getEquivalents@CanonicalIterator@icu@@AEAAPEAVUnicodeString@2@AEBV32@AEAHAEAW4UErrorCode@@@Z
       1098  449 0001B820 ?getErrorIndex@ParsePosition@icu@@QEBAHXZ
       1099  44A 000AEE70 ?getErrors@IDNAInfo@icu@@QEBAIXZ
       1100  44B 00034C50 ?getFCCInstance@Normalizer2Factory@icu@@SAPEBVNormalizer2@2@AEAW4UErrorCode@@@Z
       1101  44C 00021EE0 ?getFCD16@Normalizer2Impl@icu@@QEBAGH@Z
       1102  44D 000390B0 ?getFCD16FromNormData@Normalizer2Impl@icu@@QEBAGH@Z
       1103  44E 00034C80 ?getFCDInstance@Normalizer2Factory@icu@@SAPEBVNormalizer2@2@AEAW4UErrorCode@@@Z
       1104  44F 0001E9D0 ?getFineChangesIterator@Edits@icu@@QEBA?AUIterator@12@XZ
       1105  450 0001EA10 ?getFineIterator@Edits@icu@@QEBA?AUIterator@12@XZ
       1106  451 0002FB50 ?getFrance@Locale@icu@@SAAEBV12@XZ
       1107  452 0002FB60 ?getFrench@Locale@icu@@SAAEBV12@XZ
       1108  453 00026720 ?getFromDate@DateInterval@icu@@QEBANXZ
       1109  454 0002FB70 ?getGerman@Locale@icu@@SAAEBV12@XZ
       1110  455 0002FB80 ?getGermany@Locale@icu@@SAAEBV12@XZ
       1111  456 0000E430 ?getID@ICUServiceKey@icu@@UEBAAEBVUnicodeString@2@XZ
       1112  457 0002FB90 ?getISO3Country@Locale@icu@@QEBAPEBDXZ
       1113  458 0002FBA0 ?getISO3Language@Locale@icu@@QEBAPEBDXZ
       1114  459 0002FBB0 ?getISOCountries@Locale@icu@@SAPEBQEBDXZ
       1115  45A 0002FBC0 ?getISOLanguages@Locale@icu@@SAPEBQEBDXZ
       1116  45B 00034CB0 ?getImpl@Normalizer2Factory@icu@@SAPEBVNormalizer2Impl@2@PEBVNormalizer2@2@@Z
       1117  45C 0008F980 ?getInclusions@UnicodeSet@icu@@CAPEBV12@HAEAW4UErrorCode@@@Z
       1118  45D 0001B820 ?getIndex@CharacterIterator@icu@@QEBAHXZ
       1119  45E 0003B270 ?getIndex@Normalizer@icu@@QEBAHXZ
       1120  45F 0000E620 ?getIndex@ParsePosition@icu@@QEBAHXZ
       1121  460 00009910 ?getInstance@Normalizer2@icu@@SAPEBV12@PEBD0W4UNormalization2Mode@@AEAW4UErrorCode@@@Z
       1122  461 0002B180 ?getInstance@Normalizer2Factory@icu@@SAPEBVNormalizer2@2@W4UNormalizationMode@@AEAW4UErrorCode@@@Z
       1123  462 000098C0 ?getInstance@UnifiedCache@icu@@SAPEAV12@AEAW4UErrorCode@@@Z
       1124  463 00046C60 ?getInt@ResourceBundle@icu@@QEBAHAEAW4UErrorCode@@@Z
       1125  464 00046C70 ?getIntVector@ResourceBundle@icu@@QEBAPEBHAEAHAEAW4UErrorCode@@@Z
       1126  465 0002FBD0 ?getItalian@Locale@icu@@SAAEBV12@XZ
       1127  466 0002FBE0 ?getItaly@Locale@icu@@SAAEBV12@XZ
       1128  467 0002FBF0 ?getJapan@Locale@icu@@SAAEBV12@XZ
       1129  468 0002FC00 ?getJapanese@Locale@icu@@SAAEBV12@XZ
       1130  469 00048790 ?getKey@ICUService@icu@@QEBAPEAVUObject@2@AEAVICUServiceKey@2@AEAW4UErrorCode@@@Z
       1131  46A 000487C0 ?getKey@ICUService@icu@@QEBAPEAVUObject@2@AEAVICUServiceKey@2@PEAVUnicodeString@2@PEBVICUServiceFactory@2@AEAW4UErrorCode@@@Z
       1132  46B 00048C40 ?getKey@ICUService@icu@@UEBAPEAVUObject@2@AEAVICUServiceKey@2@PEAVUnicodeString@2@AEAW4UErrorCode@@@Z
       1133  46C 00046C80 ?getKey@ResourceBundle@icu@@QEBAPEBDXZ
       1134  46D 0000BAE0 ?getKeyAndValue@ResourceTable@icu@@QEBACHAEAPEBDAEAVResourceValue@2@@Z
       1135  46E 0002FC10 ?getKeywordValue@Locale@icu@@QEBAHPEBDPEADHAEAW4UErrorCode@@@Z
       1136  46F 0002FC20 ?getKorea@Locale@icu@@SAAEBV12@XZ
       1137  470 0002FC30 ?getKorean@Locale@icu@@SAAEBV12@XZ
       1138  471 0002FC40 ?getLCID@Locale@icu@@QEBAIXZ
       1139  472 0000E430 ?getLanguage@Locale@icu@@QEBAPEBDXZ
       1140  473 0003F080 ?getLanguageBreakEngine@RuleBasedBreakIterator@icu@@AEAAPEBVLanguageBreakEngine@2@H@Z
       1141  474 00021F40 ?getLastCC@ReorderingBuffer@icu@@QEBAEXZ
       1142  475 0000E620 ?getLength@CharacterIterator@icu@@QEBAHXZ
       1143  476 00093AA0 ?getLength@UnicodeString@icu@@MEBAHXZ
       1144  477 00021F50 ?getLimit@ReorderingBuffer@icu@@QEAAPEA_SXZ
       1145  478 0001FF50 ?getLimitOfLinearMatch@BytesTrieBuilder@icu@@EEBAHHHH@Z
       1146  479 0005BB10 ?getLimitOfLinearMatch@UCharsTrieBuilder@icu@@EEBAHHHH@Z
       1147  47A 00032D90 ?getLimitPartIndex@MessagePattern@icu@@QEBAHH@Z
       1148  47B 0002A750 ?getListFormatInternal@ListFormatter@icu@@CAPEBUListFormatInternal@2@AEBVLocale@2@PEBDAEAW4UErrorCode@@@Z
       1149  47C 0001DAC0 ?getLocale@BreakIterator@icu@@QEBA?AVLocale@2@W4ULocDataLocaleType@@AEAW4UErrorCode@@@Z
       1150  47D 00009AC0 ?getLocale@Locale@icu@@CAAEBV12@H@Z
       1151  47E 0002B9E0 ?getLocale@LocaleBased@icu@@QEBA?AVLocale@2@W4ULocDataLocaleType@@AEAW4UErrorCode@@@Z
       1152  47F 00046CA0 ?getLocale@ResourceBundle@icu@@QEBA?BVLocale@2@W4ULocDataLocaleType@@AEAW4UErrorCode@@@Z
       1153  480 00046CE0 ?getLocale@ResourceBundle@icu@@QEBAAEBVLocale@2@XZ
       1154  481 00009A80 ?getLocaleCache@Locale@icu@@CAPEAV12@XZ
       1155  482 0001DB00 ?getLocaleID@BreakIterator@icu@@QEBAPEBDW4ULocDataLocaleType@@AEAW4UErrorCode@@@Z
       1156  483 0002BA30 ?getLocaleID@LocaleBased@icu@@QEBAPEBDW4ULocDataLocaleType@@AEAW4UErrorCode@@@Z
       1157  484 00021F60 ?getMapping@Normalizer2Impl@icu@@AEBAPEBGG@Z
       1158  485 0001FFE0 ?getMaxBranchLinearSubNodeLength@BytesTrieBuilder@icu@@EEBAHXZ
       1159  486 0001FFE0 ?getMaxBranchLinearSubNodeLength@UCharsTrieBuilder@icu@@EEBAHXZ
       1160  487 0001FFF0 ?getMaxLinearMatchLength@BytesTrieBuilder@icu@@EEBAHXZ
       1161  488 0001FFF0 ?getMaxLinearMatchLength@UCharsTrieBuilder@icu@@EEBAHXZ
       1162  489 0001FFF0 ?getMinLinearMatch@BytesTrieBuilder@icu@@EEBAHXZ
       1163  48A 00028B20 ?getMinLinearMatch@UCharsTrieBuilder@icu@@EEBAHXZ
       1164  48B 00009790 ?getNFCImpl@Normalizer2Factory@icu@@SAPEBVNormalizer2Impl@2@AEAW4UErrorCode@@@Z
       1165  48C 00034CC0 ?getNFCInstance@Normalizer2@icu@@SAPEBV12@AEAW4UErrorCode@@@Z
       1166  48D 00034CF0 ?getNFDInstance@Normalizer2@icu@@SAPEBV12@AEAW4UErrorCode@@@Z
       1167  48E 0002B1E0 ?getNFKCCasefoldInstance@Normalizer2@icu@@SAPEBV12@AEAW4UErrorCode@@@Z
       1168  48F 0002B210 ?getNFKCImpl@Normalizer2Factory@icu@@SAPEBVNormalizer2Impl@2@AEAW4UErrorCode@@@Z
       1169  490 0002B270 ?getNFKCInstance@Normalizer2@icu@@SAPEBV12@AEAW4UErrorCode@@@Z
       1170  491 0002B2A0 ?getNFKC_CFImpl@Normalizer2Factory@icu@@SAPEBVNormalizer2Impl@2@AEAW4UErrorCode@@@Z
       1171  492 0002B300 ?getNFKDInstance@Normalizer2@icu@@SAPEBV12@AEAW4UErrorCode@@@Z
       1172  493 00048C60 ?getName@ICUService@icu@@QEBAAEAVUnicodeString@2@AEAV32@@Z
       1173  494 0000C4F0 ?getName@Locale@icu@@QEBAPEBDXZ
       1174  495 00046D80 ?getName@ResourceBundle@icu@@QEBAPEBDXZ
       1175  496 00046DA0 ?getNext@ResourceBundle@icu@@QEAA?AV12@AEAW4UErrorCode@@@Z
       1176  497 0001F080 ?getNextBranchBytes@BytesTrie@icu@@CAXPEBEHAEAVByteSink@2@@Z
       1177  498 0005ADB0 ?getNextBranchUChars@UCharsTrie@icu@@CAXPEB_SHAEAVAppendable@2@@Z
       1178  499 0001F150 ?getNextBytes@BytesTrie@icu@@QEBAHAEAVByteSink@2@@Z
       1179  49A 00046E40 ?getNextString@ResourceBundle@icu@@QEAA?AVUnicodeString@2@AEAW4UErrorCode@@@Z
       1180  49B 00046E90 ?getNextString@ResourceBundle@icu@@QEAA?AVUnicodeString@2@PEAPEBDAEAW4UErrorCode@@@Z
       1181  49C 0005AE60 ?getNextUChars@UCharsTrie@icu@@QEBAHAEAVAppendable@2@@Z
       1182  49D 00034D20 ?getNoopInstance@Normalizer2Factory@icu@@SAPEBVNormalizer2@2@AEAW4UErrorCode@@@Z
       1183  49E 00021F80 ?getNorm16@Normalizer2Impl@icu@@QEBAGH@Z
       1184  49F 00032DB0 ?getNumericValue@MessagePattern@icu@@QEBANAEBVPart@12@@Z
       1185  4A0 0003B2A0 ?getOption@Normalizer@icu@@QEBACH@Z
       1186  4A1 0002FB10 ?getPRC@Locale@icu@@SAAEBV12@XZ
       1187  4A2 00032DF0 ?getPart@MessagePattern@icu@@QEBAAEBVPart@12@H@Z
       1188  4A3 00032E10 ?getPartType@MessagePattern@icu@@QEBA?AW4UMessagePatternPartType@@H@Z
       1189  4A4 00032E30 ?getPatternIndex@MessagePattern@icu@@QEBAHH@Z
       1190  4A5 00032E50 ?getPatternString@MessagePattern@icu@@QEBAAEBVUnicodeString@2@XZ
       1191  4A6 00032E60 ?getPluralOffset@MessagePattern@icu@@QEBANH@Z
       1192  4A7 000391C0 ?getPreviousTrailCC@Normalizer2Impl@icu@@AEBAEPEBE0@Z
       1193  4A8 00039220 ?getPreviousTrailCC@Normalizer2Impl@icu@@AEBAEPEB_S0@Z
       1194  4A9 0008C330 ?getRangeCount@UnicodeSet@icu@@UEBAHXZ
       1195  4AA 0008C350 ?getRangeEnd@UnicodeSet@icu@@UEBAHH@Z
